adaptive_n_back.EZ_drift,adaptive_n_back.EZ_non_decision,adaptive_n_back.EZ_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.EZ_drift_neutral,attention_network_task.EZ_non_decision_neutral,attention_network_task.EZ_thresh_neutral,attention_network_task.conflict_EZ_drift,attention_network_task.conflict_EZ_non_decision,attention_network_task.conflict_EZ_thresh,choice_reaction_time.EZ_drift,choice_reaction_time.EZ_non_decision,choice_reaction_time.EZ_thresh,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.EZ_drift_pos,directed_forgetting.EZ_non_decision_pos,directed_forgetting.EZ_thresh_pos,directed_forgetting.proactive_interference_EZ_drift,directed_forgetting.proactive_interference_EZ_non_decision,directed_forgetting.proactive_interference_EZ_thresh,discount_titrate.percent_patient,dot_pattern_expectancy.AY.BY_EZ_drift,dot_pattern_expectancy.AY.BY_EZ_non_decision,dot_pattern_expectancy.AY.BY_EZ_thresh,dot_pattern_expectancy.BX.BY_EZ_drift,dot_pattern_expectancy.BX.BY_EZ_non_decision,dot_pattern_expectancy.BX.BY_EZ_thresh,dot_pattern_expectancy.EZ_drift_AX,dot_pattern_expectancy.EZ_non_decision_AY,dot_pattern_expectancy.EZ_thresh_AX,dot_pattern_expectancy.dprime,go_nogo.dprime,hierarchical_rule.score,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.percent_patient,local_global_letter.EZ_drift_neutral,local_global_letter.EZ_non_decision_neutral,local_global_letter.EZ_thresh_neutral,local_global_letter.conflict_EZ_drift,local_global_letter.conflict_EZ_non_decision,local_global_letter.conflict_EZ_thresh,local_global_letter.switch_cost_EZ_drift,local_global_letter.switch_cost_EZ_non_decision,local_global_letter.switch_cost_EZ_thresh,motor_selective_stop_signal.EZ_drift,motor_selective_stop_signal.EZ_non_decision,motor_selective_stop_signal.EZ_thresh,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.reg_positive_learning_bias,probabilistic_selection.reg_value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,psychological_refractory_period_two_choices.PRP_slowing,ravens.score,recent_probes.EZ_drift_xrec,recent_probes.EZ_non_decision_xrec,recent_probes.EZ_thresh_xrec,recent_probes.proactive_interference_EZ_drift,recent_probes.proactive_interference_EZ_non_decision,recent_probes.proactive_interference_EZ_thresh,shift_task.learning_rate,simon.EZ_drift_congruent,simon.EZ_non_decision_congruent,simon.EZ_thresh_congruent,simon.simon_EZ_drift,simon.simon_EZ_non_decision,simon.simon_EZ_thresh,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.EZ_drift,stim_selective_stop_signal.EZ_non_decision,stim_selective_stop_signal.EZ_thresh,stim_selective_stop_signal.SSRT,stop_signal.EZ_drift,stop_signal.EZ_non_decision,stop_signal.EZ_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.EZ_drift_congruent,stroop.EZ_non_decision_congruent,stroop.EZ_thresh_congruent,stroop.stroop_EZ_drift,stroop.stroop_EZ_non_decision,stroop.stroop_EZ_thresh,threebytwo.EZ_drift_cue_stay,threebytwo.EZ_non_decision_cue_stay,threebytwo.EZ_thresh_cue_stay,threebytwo.cue_switch_cost_EZ_drift,threebytwo.cue_switch_cost_EZ_non_decision,threebytwo.cue_switch_cost_EZ_thresh,threebytwo.task_inhibition,threebytwo.task_switch_cost_EZ_drift,threebytwo.task_switch_cost_EZ_non_decision,threebytwo.task_switch_cost_EZ_thresh,tower_of_london.avg_move_time,tower_of_london.num_correct,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,tower_of_london.total_moves,two_stage_decision.model_based,two_stage_decision.model_free,writing_task.neutral_probability,writing_task.positive_probability
s264,0.1477720222,-0.3447332863,1.2338029493,1.05,-0.1666666667,448,-0.4,290,2.7278318143,-0.5091166005,0.8706203008,-1.5355596374,0.0624233611,-0.0691107468,1.9470967867,-0.3086194863,1.3553806609,15.9166666667,0.15,0,0.004,-0.5,16,-0.0354907539,0,-0.0043535867,-0.2588904694,0.1372707082,-0.8871473225,7.5,5.5,0.5181663446,-0.4133322403,0.9858332736,NA,NA,NA,0,-0.9784642885,0.3566295377,-0.7698215063,-0.3062145441,0.08789817,-0.6058241064,2.5715830392,-0.5809095519,1.448793747,0.7621848739,0.7111111111,117,0.6076866865,3.7,0.0010839904,0.6068635941,3.6,0.0020897739,0.3611111111,0,1.1390166423,-0.5899102569,1.3398015857,-0.4133451308,0.03244089,0.0636012152,0.2413283155,0.1533480246,0.1285696271,1.4744502669,-0.403180273,0.8892627714,-326.8333333333,70.5,-21.5,1.4705882353,-3.1488135805,4.0596703458,0.3739539232,202,7,1.3490018007,-0.5629246122,1.4155225767,-1.3778811693,NA,1.2677908629,0.0251561516,3.4690204237,-0.3394990033,0.9161242778,-1.1609514203,0.0706907103,-0.1976760537,3.6,4.5,2.326206188,-0.4310161498,0.7272253076,-341.3333333333,2.3408383484,-0.4302115806,0.8636575477,-283.3333333333,-313.6666666667,30.3333333333,65.3263888889,2.9725414205,-0.5640830838,1.2952376627,-0.8644146332,0.0510946629,0.1920989789,1.5138045838,-0.397854989,1.3569279389,-0.7978889573,0.013457743,-0.1734115732,-90,0.1818655621,0.0078471711,0.3468735075,981,6,2,2294,73,NA,NA,0.3995219635,0.483704745
s265,1.1872670586,-0.2940085184,1.173306699,1.95,-0.2333333333,564,-0.2333333333,410,1.8667185571,-0.2922942822,1.4008323687,-0.1821440285,0.1239378492,-0.3778614104,1.7628123761,-0.2214697268,1.335951347,10,2.220446049e-16,1,0.0036666667,-2.3333333333,6.9583333333,0.065152134,2,-0.0090806616,-3.0481927711,0.6466681505,-0.3851428674,7.2,4.9,0.343926962,-0.5584537021,1.1789279495,0.0968983478,-0.0003527381,-0.10340198,0.1944444444,-0.8415204758,-0.0147042689,0.1272872015,-1.1579127949,-0.0490736943,-0.2240871244,1.5883692152,-0.3006707585,1.039684033,0.4640804598,0.5047619048,129,0.6584772348,4.1,0.0012880778,0.7155580997,6.5,0.0017411071,0.6111111111,0.2592592593,2.9617913555,-0.4301894767,1.3650695753,-3.3801184836,0.1908715464,-0.3835621782,0.5437825933,0.022716021,-0.0659591101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5271598123,330,6,1.2188714039,-0.8162043754,1.2339918649,-1.3594091532,-0.1796641861,0.2743289647,0.0805766881,3.540720685,-0.3000150137,0.8975725885,-1.5620834452,0.0306184268,-0.3150102639,5.2,5.3,1.1829765166,-0.254250064,1.3891564549,-318.6666666667,1.6259841784,-0.3235688394,1.0863830563,-273.3333333333,-303.8333333333,30.5,96.6861111111,2.3613987172,-0.3970905941,1.6304521442,-0.4648853616,0.1767456602,0.0112527771,1.3306097032,-0.3416940221,1.2260671294,-0.2318424835,0.032483677,-0.0286553662,-4,-0.0085056744,0.0747492654,-0.0873898611,807,10,6,2789.5,54,0.3829922523,-9.714451465e-16,0.1908178884,0.6324724611
s269,0.8948568821,-0.089736056,0.9468529297,1.05,-0.4333333333,698,-0.4333333333,443,2.878767692,-0.4495074905,0.8329589357,-1.5380943683,0.0487016821,-0.2324114459,2.4913175423,-0.2747884293,1.2756518494,12.625,0.0291666667,1,-0.0011666667,-6.2916666667,18.2916666667,-0.0839228296,1,0.0008694534,-3.1430868167,-0.0446213783,-0.9901976213,11.1,6.2,1.6680081662,-0.5341465048,1.6806634629,1.0924426239,-0.1012758503,0.5282405783,0.25,-1.0032396042,0.2836822966,0.1240587546,-0.704587883,-0.1007006109,0.6854718893,1.9064393351,-0.5181511877,1.345413573,0.9285714286,0.7428571429,108,0.93203125,19,0.0011740332,1,22.3,0.001676346,0.8333333333,0.2592592593,2.0401234564,-0.4204756802,0.8573990213,-1.9638470346,0.0935557759,-0.1322967745,-0.0631147172,0.0600536971,-0.1155354998,3.3910466921,-0.394383655,0.7782426989,-325.1666666667,-6,-10,NA,NA,NA,0.6525905031,450,7,1.9435852095,-0.8577102587,1.8143585923,-0.8662291389,0.041925938,-0.3460254975,0.0511903629,2.2577374224,-0.3373133589,0.9731975718,0.7274184066,0.0373567063,-0.1550335713,5.6,5.9,NA,NA,NA,NA,2.4534905638,-0.3685028074,0.9064490287,-300.8333333333,-327.3333333333,26.5,3.4416666667,2.4281784557,-0.4488037939,1.2912948011,-0.9598056362,0.1397040631,-0.1952258116,1.3646979382,-0.4175042932,1.1382360904,0.1493772436,0.0696058707,-0.0873709862,35.8333333333,0.0627760006,-0.0704343645,0.045299596,743,9,8,3832.5,59,-1.437685307,2.0820423234,0.8198669132,0.3209899661
s273,1.07751288,-0.6601586732,1.3197173511,1.95,-0.3,490,-0.3333333333,380,3.7829246254,-0.5071011852,1.2037979454,-0.0331120692,0.0197801528,0.0094705408,NA,NA,NA,9.1666666667,0.0166666667,1,-0.003,-2.0833333333,10.5,0.0839701771,2,-0.0015340168,-1.6304753029,-0.0912419511,-0.917553975,8.8,7.1,2.4437253321,-0.6236516644,1.7443367391,0.4394554049,0.1663835797,-0.3047591254,0.1388888889,-1.2005846175,0.1591449133,0.5037825871,1.4358287273,-0.0009141547,-0.0361904842,5.9284323298,-0.5315917798,0.8711891587,1,0.9714285714,161,0.8220962524,12.5,0.0008248242,0.943359375,19.5,0.0009889722,0.6944444444,0.4074074074,2.5217336167,-0.7833457599,1.4726266256,-0.024870331,0.1528736688,-0.3170592411,-0.1929819723,0.2550037022,-0.1831502477,3.6292284847,-0.4589419396,1.0426980968,-445,-24,43,0.5485714286,NA,NA,0.4944998318,357,14,NA,NA,NA,-0.2800610969,0.0830929088,0.2586947754,0.1081432622,5.595172515,-0.4289373037,0.8212650884,-0.9489170091,0.0222221109,0.1677291338,6.9,5.4,4.6274848958,-0.4881109602,0.9699948181,-388.6666666667,4.6790031901,-0.5980298233,0.9926026358,-368,-388.8333333333,20.8333333333,2.3138888889,3.2712055204,-0.5470464354,1.3921096865,-0.5508135706,0.0955806634,0.0231818129,2.8200120941,-0.5155543869,1.5310175877,-1.1013802498,-0.0479393871,0.3017675803,17.1666666667,0.8343521638,0.1570906306,-0.4373470421,704,10,8,2870,59,-1.3816050208,2.7033608607,0.8895616256,0.1755714333
s275,1.323846727,-0.320510069,0.8467442375,1.75,-0.1333333333,712,-0.3,328,3.7568799649,-0.4368710975,1.2121433035,-2.3664377998,0.0554988978,-0.0837410938,2.526188283,-0.331836417,1.2580431363,16.9166666667,0.1416666667,0,0.0043333333,-0.9166666667,13.2916666667,-0.0074432296,0,0.0027863751,-0.6448696384,-0.0132352369,-0.6158667134,8.9,7.4,1.7116497512,-0.4654053413,1.6552529757,-0.8559961032,0.1279477204,-0.3306284632,0.0277777778,0.0086089609,0.1836724065,0.5987920049,1.968221997,-0.1190556743,0.3870775468,1.8434861971,-0.5453556434,1.2936485204,0.6666666667,0.5365079365,108,0.6677640915,5.5,0.0019576386,0.7219851017,5.8,0.0022155287,0.6944444444,0.1111111111,1.4669951412,-0.6007115293,1.1923692217,-0.7495303239,0.1446393538,-0.5533102526,-0.6424160352,0.0968203544,-0.4262635912,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5101431512,469,4,1.6744980271,-0.6277549187,1.4136317725,-0.8880468051,0.1165642568,0.0597110647,0.0751701695,3.6300458681,-0.397676882,0.757989131,-1.1728141719,-0.0015480518,0.136197844,5.2,4.2,NA,NA,NA,NA,3.3416240991,-0.4195109854,0.8796362953,-362.9166666667,-410.6666666667,47.75,-4.3430555556,1.38972037,-0.4325001059,1.1398840649,0.2478820591,0.1290559591,0.1740869973,2.1160828598,-0.5652698262,1.1066701832,0.0848119236,-0.0042750233,-0.0455677019,-4.6666666667,-0.8898528638,-0.0089618849,0.0521390775,675.5,9,5,3627,63,-0.2602114111,0.3163008778,0.1962780131,0.154877998
s277,0.902342345,-0.253592431,0.9637180641,1.45,-0.2333333333,601,-0.3666666667,231,3.846853365,-0.3885879733,1.0008563458,0.0906005201,0.0676507638,-0.2055366066,4.0487553287,-0.3005935029,0.8316866683,9.75,0.1083333333,0,-0.003,-0.4166666667,23.75,-0.0360837438,1,0.0004310345,-5.0677339901,0.2659011966,-0.4247465325,8.8,8,2.1491178829,-0.525633048,1.3183145357,-0.0880267628,0.0903475243,0.0775049716,0,-0.8044502007,0.353689996,0.0883692799,0.4391084796,0.0261376524,0.390839,2.7575562258,-0.4231790332,0.830447731,0.908045977,0.6571428571,107,0.5739326834,1.7,0.0013139897,0.6589939117,5.9,0.0017681358,0.6944444444,0.4074074074,2.5109345277,-0.4324029116,0.7749744677,-1.967655423,0.0034955792,-0.0293295179,-1.5001755686,-0.01222543,-0.0091513982,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3149766815,251,9,1.6662490814,-0.7852154947,1.20924479,0.0286096174,0.0608348851,-0.3091210364,0.0231861659,4.9578621953,-0.2861981973,0.9268349279,-1.8094404636,0.047514014,-0.1510979893,5.8,5.1,3.2162296542,-0.3612976917,1.0228264924,-247.8333333333,3.2532436617,-0.4016033063,0.8137310283,-191.6666666667,-171.5,-20.1666666667,50.6722222222,3.1331138825,-0.2799994619,1.2288565772,-1.6063361464,0.1259556483,-0.1747162958,2.4449628289,-0.3476468693,0.8401451791,-0.9924753988,-0.0054043863,0.0698495049,60.1666666667,-0.2720639605,0.0447390701,-0.1482177598,573,9,7,6608,57,NA,NA,0.1835441694,0.1969288188
s284,1.514635262,-0.4947463114,1.391674636,2.35,-0.3333333333,799,-0.3333333333,591,3.9864009027,-0.4629080696,0.9658204721,-0.6618959366,0.0531917679,-0.0081780427,2.5865006652,-0.305124935,1.3908027587,21.2083333333,0.0125,1,0.0008333333,-3.2916666667,24.625,0.0416076845,1,-0.0003053589,-2.4082912032,0.1398741629,-0.7121384944,6.6,5.7,2.1417142275,-0.7873973444,1.6465130966,-0.021730026,0.0392207669,-0.3490284407,0.8055555556,-1.9895309419,0.1628595691,0.5615175959,-2.6327215539,-0.1176606993,0.8398042967,4.2612349673,-0.4698810637,1.2093422761,1,0.7142857143,194,0.8195009232,10.3,0.002107337,1,25,0.0021065183,0.5833333333,0.6666666667,2.5205228866,-0.7347574748,1.4922300986,-0.4708286665,0.2680721884,-0.0327451498,-0.3738889697,0.1261374302,-0.4084640238,3.672115308,-0.4475515776,0.8018372878,-374.3333333333,-10,20.5,1.1481481481,13.4609992874,-5.7339185497,0.7071992249,562,17,1.9978018855,-0.6658016937,1.7651202305,-0.71888429,-0.0833972888,0.1893710833,0.046938374,3.3083110815,-0.335298234,1.3889624455,-0.6309809671,-0.0520913638,0.0646574414,7.3,6.2,4.5200016627,-0.4974488864,0.9930607784,-273.6666666667,2.0933835012,-0.3497276666,1.425039172,-334,-390.6666666667,56.6666666667,7.5666666667,2.9816087939,-0.4995333831,1.5054410823,-0.5078667935,0.1965493248,-0.2558999204,2.8015416917,-0.601380394,1.42385318,-0.7145061554,0.0124238104,-0.2332138226,81.5,0.0606485019,-0.0134065628,0.3315558167,493,10,8,2482.5,61,-2.4850011276,1.4690805547,0.4156322262,0.3300184097
s285,1.1587916184,-0.3695373118,1.0265728954,1.85,-0.1666666667,569,-0.1666666667,371,3.5640047462,-0.564526205,1.2717714526,-0.3408086878,0.0427040911,0.0957165394,1.5965576549,-0.2588354978,1.7837202025,11.75,0.0333333333,2,-0.003,-1.75,18.75,0.2416666667,2,0.003,-3.2142857143,-0.171578231,-0.7331566682,6.1,5.3,1.1778285876,-0.6225995144,1.3376618443,-1.2336092723,0.0497872627,-0.6174802021,0.0555555556,-1.4089998226,0.1969966067,-0.4956067818,-0.3716920026,-0.0089359308,-0.1952605502,2.2733345647,-0.5450168763,1.230474994,0.8091954023,0.9015873016,177,0.7300182342,8,0.0013440289,0.7433322906,10.5,0.0014796676,0.7777777778,0.0740740741,2.2490376021,-0.7046653792,1.7817991044,-1.2689795689,-0.0692859946,-0.1604098403,-0.0820663988,0.2172066623,-0.1843834835,3.0195321567,-0.4408225391,1.0602915159,-313.5,16.5,37,NA,NA,NA,0.6586843166,550,9,1.3410949369,NA,1.0065854995,-0.0868106948,0.0576464976,0.3780188813,0.0528343432,1.687795841,-0.2729528109,1.6175114558,0.3075298747,0.143210818,-0.0247620589,6,5.3,NA,NA,NA,-444.5,3.0421184808,-0.4790781759,1.3772161631,-239.1666666667,-325.3333333333,86.1666666667,10.0972222222,3.2685221839,-0.6583917006,1.3932525574,-0.3475352984,0.2010514322,-0.0825169921,1.6354009173,-0.4181089962,1.2823406766,0.3603773805,0.0898156551,-0.0900508632,10.6666666667,-0.4203531002,-0.057393027,0.0937994264,1020,9,7,4012.5,53,0.955295951,0.8025619665,0.8377817513,0.6604157923
s286,1.1437360271,-0.57352625,0.8354300489,1.05,-0.2333333333,562,-0.2333333333,422,3.6276618565,-0.5854590429,1.255320113,-0.6716218616,-0.0038228258,0.0829958846,2.3926115381,-0.3872743834,1.0207871175,7.625,0.1958333333,2,-0.0001666667,-3.4583333333,6.5,0.0557356608,2,-0.0119276808,-4.3732335827,-0.0796617916,-0.7616849482,7,5.4,0.1759807066,-0.8500248918,0.9765289629,-0.3633451614,-0.1139082017,0.3606960556,0.5,-1.5347105181,0.4297009035,-0.3998539308,-1.4870588027,-0.0013191863,-0.2126990297,2.3092074089,-0.7032349363,1.6185941565,0.5921288014,0.9428571429,131,0.5485244751,2.1,0.0016216418,0.5,0,NA,0.3888888889,0.6296296296,2.6046926457,-0.6301382845,1.3423877736,-1.8330812509,0.0406534169,0.0968919006,-0.4879719562,-0.0042665449,-0.0019105755,NA,NA,NA,NA,NA,NA,0.380952381,-10.490220378,8.6810231996,0.5254265695,433,3,1.5765391414,-0.7330305048,1.2988531585,-0.9310464961,-0.1242066354,0.9289219588,0.0415772222,2.4279468834,-0.4833187601,1.3089470169,-0.0305523811,0.0328001865,0.0078994254,5.4,4.3,2.3205590129,-0.6126670772,1.3796608102,-437.5,2.3988426027,-0.4250267742,1.6370026168,-357.3333333333,-287,-70.3333333333,NA,3.2182268616,-0.5945321999,1.1963568037,-0.2394243671,0.1464351435,-0.2872498031,1.1208409098,-0.4437983509,0.9087548216,0.7289344656,0.005326702,0.0891104949,24,-1.5757613981,-0.0085700919,-0.0675715133,1348,4,2,3675,54,-0.2228915669,0.0710110356,0.8529540905,0.3577305902
s290,1.6886471892,-0.3300954958,0.804267163,1.3,-0.5666666667,753,-0.4333333333,337,3.0086125341,-0.4188771078,1.0273979844,-0.0205157951,0.0329470445,0.0351314622,3.0480030685,-0.3302281579,1.1047547376,11.4166666667,0.15,1,-0.005,-2.6666666667,7.9166666667,0.2478088481,2,-0.0106252087,-1.4307178631,0.1554421578,-0.3507261818,6.4,4.9,NA,NA,NA,NA,NA,NA,0.0555555556,-0.3391248422,0.1955384162,0.2558903911,1.3998582549,-0.0255877429,-0.0593654648,2.2422311243,-0.3470732838,1.3304397834,0.8268072289,0.3650793651,96,0.6764450073,8.8,0.001747951,0.8079563141,13.5,0.0022566206,0.5277777778,0.2222222222,2.1959523764,-0.4406075485,1.5174302257,-0.443841247,0.3473482953,-0.7238272127,0.8622391053,-0.0024761899,0.5048520887,NA,NA,NA,NA,NA,NA,1.8285714286,9.3983928139,-6.4979180557,0.3434520414,313.5,1,0.160127965,NA,2.3699147218,0.0514671083,-0.0215480811,0.1366974878,0.0136892151,0.9817967692,-0.375979268,1.4935240315,0.3596094612,0.0773631103,-0.0081945917,6.7,5.2,NA,NA,NA,NA,2.1443392811,-0.2919606021,1.0232602068,-296.0833333333,-187.3333333333,-108.75,48.0638888889,3.3307643334,-0.3365143183,1.3672167814,-1.7818380792,0.0751171327,-0.2419409329,0.8626284375,-0.3890412066,1.1935839029,0.2721291442,0.0355284,0.0057705452,-9.1666666667,-0.5399088283,-0.1125418944,0.0080598012,439,12,7,2053,69,NA,NA,0.6833190498,0.5656568138
s291,0.8300745359,-0.4694375331,1.379553588,1.55,-0.0666666667,478,-0.1333333333,245,3.4290407485,-0.4990977306,1.3280323057,-1.1329620355,0.067560832,-0.009561325,1.8989093642,-0.3942224521,1.4452600514,6.2083333333,0.1291666667,3,-0.0075,-1.4583333333,8.5416666667,0.1831648129,3,-0.010051365,-2.5202224469,0.0751174973,-0.8132746183,5.4,7.3,0.8033395884,-0.7841264884,1.4671939655,-0.0526184782,0.0611956416,-0.0306443472,0.1944444444,-0.5454236707,0.3373451356,-0.1960523681,-1.3438879929,-0.2187569018,0.1176080197,2.2140078044,-0.7870099354,1.9500780914,0.6022267206,0.9142857143,140,0.8475082398,18.4,0.0016766198,0.996484375,21,0.001584192,0.75,0.2962962963,2.4575977209,-0.6462430854,1.7108953933,-0.8213428697,0.1280948255,0.1326799003,-0.2606393354,0.0832510267,-0.1975022355,2.9855083168,-0.4274761594,0.9150882035,-377.3333333333,-74.5,90,NA,NA,NA,0.6779185027,508,6,0.6898752092,-0.7798346819,2.0686587031,-0.2886309429,0.0899945233,-0.4793934644,0.0366930559,2.0942805036,-0.486288016,1.3138332274,-0.5294559405,0.047299435,-0.2541437799,5.9,4.8,NA,NA,NA,NA,2.2771391591,-0.4491052143,0.8708780159,-298.3333333333,-288,-10.3333333333,15.9236111111,2.5006447855,-0.4567196602,1.531061676,0.3660528156,0.0442963687,0.0574828882,1.5714584789,-0.5624201861,1.4098837136,0.4327326365,0.0155031074,0.2157579296,63.5,-0.9417789087,-0.0036136996,-0.4090990573,961,10,8,4193,47,NA,NA,0.2150601038,0.1886160737
s293,1.2419915721,-0.4066695798,1.3540821144,2.65,-0.3333333333,560,-0.3666666667,390,4.2338986753,-0.419751748,1.0755753127,0.3084096038,0.0332040277,0.0955514775,NA,NA,NA,10.125,-0.1375,2,-0.0105,-5.2083333333,15.8333333333,0.0695189639,2,-0.0061017576,-1.6341350601,0.1041282565,-0.8346826987,7.4,6.5,2.815839817,-0.4731981063,1.2626244007,-1.1721585761,0.0066808634,0.461358485,0.8611111111,1.5720034335,0.2693917006,-0.378284694,0.7698085359,0.0397711407,-0.1061820638,3.8990141701,-0.5159767929,0.9646541283,0.9772727273,0.7714285714,219,0.7524780273,9.1,0.0010347609,0.9091598511,16.5,0.0011956102,0.6388888889,0.7777777778,3.4504488769,-0.5257919564,1.2512830265,-2.0470416343,0.0246179591,0.3009032214,0.1900029182,0.0422253756,-0.1081325802,3.2076771205,-0.3978788865,0.8227316,-356.3333333333,-36,41,1.3285714286,8.711265656,-0.955245946,0.3914615082,325,15,2.2282313481,-0.4701346011,1.2581101075,-0.0126089879,0.1026210126,0.0238838359,0.1183174285,3.3186043141,-0.275392419,1.3846543351,1.2171089266,0.1111211147,-0.3715568119,5.9,7.1,4.4627622632,-0.3995436221,0.8479478428,-279.6666666667,2.5723566608,-0.3007031776,0.9321783831,-236,-252.3333333333,16.3333333333,32.6222222222,3.80493129,-0.4231689529,1.1968355128,-0.348388156,0.0598090914,0.1206301502,2.9516908355,-0.4116326458,1.6717448433,-0.128078062,-0.0186097321,0.1322384255,-23.6666666667,-0.3520696725,0.0784028464,-0.6375370771,786.5,9,9,5993,40,-1.0623593037,2.7540353143,0.920356291,0.4124631911
s294,1.4893893297,-0.3397584422,0.7789569581,1.8,-0.2333333333,594,-0.4333333333,480,2.9141364657,-0.3123602711,1.5626848451,-0.2748581334,0.0567706431,-0.1072009063,4.5619097041,-0.3076938337,0.9434788,10.5833333333,0.0416666667,2,-0.0033333333,-2.25,13.875,0.0239401496,1,-0.0039975062,-5.6450540316,-0.1705116855,-0.6577499262,8.3,6.9,2.793422314,-0.4017002082,1.2727570921,-0.7685774182,-0.1371221294,0.7186159185,0.1388888889,2.3387629562,0.2461058409,-0.437382928,-0.1417505712,-0.0720127959,0.323045548,5.4762609183,-0.4886017675,0.9431226983,1,0.8285714286,223,0.7423341751,5.4,0.0010935314,0.6980741501,6.1,0.0010783608,0.6388888889,0.2962962963,3.5162431561,-0.4859332731,0.985636018,-1.8928385007,0.150272114,-0.060170866,-0.649596015,0.0255579146,-0.0490203387,3.3542717926,-0.3946881653,0.9146703442,-327.1666666667,-28.5,13,0.7692307692,-9.2028840642,11.6321985705,0.4087249924,291,12,NA,NA,NA,-1.9722544689,-0.1142790478,0.6437603183,0.0633472348,3.9049147677,-0.3526880047,0.7046338977,-0.8833603228,0.0092387215,0.1036742363,5.8,6.7,3.178161213,-0.4688418,0.9653547223,-273.6666666667,3.3294927348,-0.3974392737,1.0106133293,-212.1666666667,-212.8333333333,0.6666666667,-1.0111111111,3.6446940048,-0.4298095839,1.2494538322,-1.0792059624,0.0950376701,-0.0358386223,2.3099812615,-0.3982732015,1.4020366772,-0.472894933,0.007226849,-0.2059989389,-27.8333333333,0.0657209696,0.0539649858,0.071393724,567,11,10,1962,58,0.7631776677,0.0389597966,0.8415547079,0.3477816307
s295,1.4384308624,-0.3018995381,0.9841432169,1.7,-0.3666666667,670,-0.4,600,2.4176118608,-0.4443091676,0.9918446016,0.3931238357,0.0567041418,0.0196621603,1.6462066035,-0.1492323146,1.8043995566,16.375,0.1291666667,0,-0.0031666667,-1.7916666667,15.3333333333,0.2767605634,1,0.0007042254,-4.338028169,-0.1735355528,-0.6769979521,6.9,5.2,0.923956273,-0.5848422031,0.9917035672,-0.5511522916,-0.0192147249,0.1324943151,0.2222222222,-1.5673996573,0.3869373765,-0.1276812149,-0.1088842116,-0.1482200863,0.4409031104,1.6901125233,-0.6239482125,1.1116247116,0.6674698795,0.6317460317,148,0.7039533615,8.3,0.0010890973,0.7589918137,9.4,0.001165779,0.5277777778,0.3333333333,1.6033310622,-0.4950803413,1.5753007622,-1.9716067964,0.0558187857,-0.5382505392,-0.0875667636,0.0788644897,-0.1797142795,2.277199009,-0.4346893327,0.8834200962,-300.6666666667,14,50,0.64,1.4019514487,-1.3612280637,0.448377728,329,6,0.9454017806,-0.6530809881,1.2866437839,-0.3062777997,0.1010138121,0.0515577259,0.0095626474,2.508200151,-0.3115286784,1.2586716494,-0.1683290178,0.0703006919,-0.0827370973,5.6,3.9,2.4608026805,-0.3506777985,1.3541128415,-261.6666666667,2.0674160494,-0.4268893477,1.1327211119,-256.5,-246.1666666667,-10.3333333333,-10.6222222222,1.9462121902,-0.4573552411,1.3179186578,0.9079821095,0.403212582,-0.6361465201,1.5344052339,-0.3494582455,1.5135426215,-0.0865795274,0.0468863475,-0.2283379644,43.3333333333,-0.4976636012,-0.160099028,0.4917513792,979,7,7,3064,37,NA,NA,0.5966857211,0.1786433984
