"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-SelfConceptWorker","UPDATE-SelfConceptWorker","CURRENT-SelfConceptTester","UPDATE-SelfConceptTester","CURRENT-RetestWorkerB5","UPDATE-RetestWorkerB5","CURRENT-RetestWorkerB4","UPDATE-RetestWorkerB4","CURRENT-RetestWorkerB3","UPDATE-RetestWorkerB3","CURRENT-RetestWorkerB2","UPDATE-RetestWorkerB2","CURRENT-RetestWorker","UPDATE-RetestWorker","CURRENT-Pilot_EMA","UPDATE-Pilot_EMA","CURRENT-LifetimeWorker","UPDATE-LifetimeWorker","CURRENT-F/U","UPDATE-F/U","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A2JI5RNPPXE8QE","https://requester.mturk.com/workers/A2JI5RNPPXE8QE","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A2JOR5PFVZGCST","https://requester.mturk.com/workers/A2JOR5PFVZGCST","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2JUHWRYPJJNUG","https://requester.mturk.com/workers/A2JUHWRYPJJNUG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2K6CUHG0WABHN","https://requester.mturk.com/workers/A2K6CUHG0WABHN","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2KG59JUICJLP0","https://requester.mturk.com/workers/A2KG59JUICJLP0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A2KHV2D09JAWPC","https://requester.mturk.com/workers/A2KHV2D09JAWPC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2KTGGDRFBK3A8","https://requester.mturk.com/workers/A2KTGGDRFBK3A8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2KTHHZ2DR0BC","https://requester.mturk.com/workers/A2KTHHZ2DR0BC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2L772YDACSPHF","https://requester.mturk.com/workers/A2L772YDACSPHF","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2LFT9N17HS9FX","https://requester.mturk.com/workers/A2LFT9N17HS9FX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2LQ33BQ8G259D","https://requester.mturk.com/workers/A2LQ33BQ8G259D","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2LS0IJ90DA0UY","https://requester.mturk.com/workers/A2LS0IJ90DA0UY","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A2M5VW97GIYLHB","https://requester.mturk.com/workers/A2M5VW97GIYLHB","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2M9MD6AHXVT54","https://requester.mturk.com/workers/A2M9MD6AHXVT54","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","","","","","1","","","","Never Blocked","",""
"A2MKUZ0K3S7NQU","https://requester.mturk.com/workers/A2MKUZ0K3S7NQU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2MUCL20GTQJA0","https://requester.mturk.com/workers/A2MUCL20GTQJA0","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2NA2OJT15COZY","https://requester.mturk.com/workers/A2NA2OJT15COZY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2NDF21CYB14BB","https://requester.mturk.com/workers/A2NDF21CYB14BB","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2NJ7N8INZOB00","https://requester.mturk.com/workers/A2NJ7N8INZOB00","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A2NOHPKYCW5FF9","https://requester.mturk.com/workers/A2NOHPKYCW5FF9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A2NOR6R1M1NHGX","https://requester.mturk.com/workers/A2NOR6R1M1NHGX","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A2NT3OQZUUZPEO","https://requester.mturk.com/workers/A2NT3OQZUUZPEO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2NY4882G47O1C","https://requester.mturk.com/workers/A2NY4882G47O1C","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2NZ7RMSBXESNI","https://requester.mturk.com/workers/A2NZ7RMSBXESNI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2O31IKB0RQXPE","https://requester.mturk.com/workers/A2O31IKB0RQXPE","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2O7H7VXLFN6BP","https://requester.mturk.com/workers/A2O7H7VXLFN6BP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2OFN0A5CPLH57","https://requester.mturk.com/workers/A2OFN0A5CPLH57","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A2OO4PG3LBLP5I","https://requester.mturk.com/workers/A2OO4PG3LBLP5I","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2OXXHGAM7B0Y","https://requester.mturk.com/workers/A2OXXHGAM7B0Y","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2P065E9CYMYJL","https://requester.mturk.com/workers/A2P065E9CYMYJL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2P49IZLX57BEF","https://requester.mturk.com/workers/A2P49IZLX57BEF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2PBRGT71DUYOY","https://requester.mturk.com/workers/A2PBRGT71DUYOY","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A2Q0G312LESWK7","https://requester.mturk.com/workers/A2Q0G312LESWK7","2","2","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","2","","Never Blocked","",""
"A2Q1YS118AO2BP","https://requester.mturk.com/workers/A2Q1YS118AO2BP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A2Q98PN3L70QVF","https://requester.mturk.com/workers/A2Q98PN3L70QVF","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A2QDZ33613QLPI","https://requester.mturk.com/workers/A2QDZ33613QLPI","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2QNQD7MX8ZFBO","https://requester.mturk.com/workers/A2QNQD7MX8ZFBO","5","5","100.00%","5","5","100.00%","4","4","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A2QTP92PCZUGI2","https://requester.mturk.com/workers/A2QTP92PCZUGI2","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A2QUQ0S2F6K3QJ","https://requester.mturk.com/workers/A2QUQ0S2F6K3QJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A2R02DYCDLY75U","https://requester.mturk.com/workers/A2R02DYCDLY75U","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A2R0YYUAWNT7UD","https://requester.mturk.com/workers/A2R0YYUAWNT7UD","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","1","","","","Never Blocked","",""
"A2R6RDZ07V4KWB","https://requester.mturk.com/workers/A2R6RDZ07V4KWB","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A2R9OK4M877ZCC","https://requester.mturk.com/workers/A2R9OK4M877ZCC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2RBF3IIJP15IH","https://requester.mturk.com/workers/A2RBF3IIJP15IH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2REJHHCX9OHFI","https://requester.mturk.com/workers/A2REJHHCX9OHFI","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2RMJNF6IPI42F","https://requester.mturk.com/workers/A2RMJNF6IPI42F","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2ROSI29CVVKGO","https://requester.mturk.com/workers/A2ROSI29CVVKGO","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","1","","1","","","","","","1","","","","Never Blocked","",""
"A2RRBSTJ7H3G2B","https://requester.mturk.com/workers/A2RRBSTJ7H3G2B","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2RVEG53L48BAE","https://requester.mturk.com/workers/A2RVEG53L48BAE","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2S3SV1LQTKJ8K","https://requester.mturk.com/workers/A2S3SV1LQTKJ8K","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A2S4YDJ9UGAXFQ","https://requester.mturk.com/workers/A2S4YDJ9UGAXFQ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2S75O867RJG0I","https://requester.mturk.com/workers/A2S75O867RJG0I","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2S8ZTPKX3B928","https://requester.mturk.com/workers/A2S8ZTPKX3B928","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2S96ZZ70YFPSK","https://requester.mturk.com/workers/A2S96ZZ70YFPSK","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2SENAPNSXG9L","https://requester.mturk.com/workers/A2SENAPNSXG9L","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2SF0TUK6XTPCO","https://requester.mturk.com/workers/A2SF0TUK6XTPCO","6","6","100.00%","6","6","100.00%","5","5","100.00%","","","","","","","","","","","","","","","1","","","","","","Never Blocked","",""
"A2SIKW18T2DYYW","https://requester.mturk.com/workers/A2SIKW18T2DYYW","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A2SMAZGQOV2IAU","https://requester.mturk.com/workers/A2SMAZGQOV2IAU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2SOKKU8ZSBTFY","https://requester.mturk.com/workers/A2SOKKU8ZSBTFY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2SRSKSRN6NA3E","https://requester.mturk.com/workers/A2SRSKSRN6NA3E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","1","","Never Blocked","",""
"A2SWQM5X54P1O5","https://requester.mturk.com/workers/A2SWQM5X54P1O5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2T1K94BLNDBAH","https://requester.mturk.com/workers/A2T1K94BLNDBAH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2T2RV6G8AMC7Y","https://requester.mturk.com/workers/A2T2RV6G8AMC7Y","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2TBXASXZIRNNW","https://requester.mturk.com/workers/A2TBXASXZIRNNW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2TVJTQ4VXATE6","https://requester.mturk.com/workers/A2TVJTQ4VXATE6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2UO3QJZNC2VOE","https://requester.mturk.com/workers/A2UO3QJZNC2VOE","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2V3GBDTA9KEU0","https://requester.mturk.com/workers/A2V3GBDTA9KEU0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2V3P1XE33NYC3","https://requester.mturk.com/workers/A2V3P1XE33NYC3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2V9WQ4ZG1NUNP","https://requester.mturk.com/workers/A2V9WQ4ZG1NUNP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2VM5D9YRFCM9W","https://requester.mturk.com/workers/A2VM5D9YRFCM9W","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2VQ1WGHLLLNJ1","https://requester.mturk.com/workers/A2VQ1WGHLLLNJ1","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","2","","Never Blocked","",""
"A2VQ7A9P0L4AGW","https://requester.mturk.com/workers/A2VQ7A9P0L4AGW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2VY16N1O40VEL","https://requester.mturk.com/workers/A2VY16N1O40VEL","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A2W547SNOCMC25","https://requester.mturk.com/workers/A2W547SNOCMC25","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2W59CL4UQ3S4S","https://requester.mturk.com/workers/A2W59CL4UQ3S4S","2","2","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","3","","1","","","","Never Blocked","",""
"A2W8ZODKKQ7RYP","https://requester.mturk.com/workers/A2W8ZODKKQ7RYP","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2W8ZV9DQWVHJK","https://requester.mturk.com/workers/A2W8ZV9DQWVHJK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2WCV7ULUPKVNQ","https://requester.mturk.com/workers/A2WCV7ULUPKVNQ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A2WGW5Y3ZFBDEC","https://requester.mturk.com/workers/A2WGW5Y3ZFBDEC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2WJGI7XNUBRND","https://requester.mturk.com/workers/A2WJGI7XNUBRND","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A2WQT33K6LD9Z5","https://requester.mturk.com/workers/A2WQT33K6LD9Z5","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2WUMRRE9070N8","https://requester.mturk.com/workers/A2WUMRRE9070N8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2WUQGSG1LUJG0","https://requester.mturk.com/workers/A2WUQGSG1LUJG0","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2WX9BYW5TI8OA","https://requester.mturk.com/workers/A2WX9BYW5TI8OA","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2WYCY1FMQOD5F","https://requester.mturk.com/workers/A2WYCY1FMQOD5F","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2XC32LYCBO8FN","https://requester.mturk.com/workers/A2XC32LYCBO8FN","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","Never Blocked","",""
"A2XE9KAUCOBUFF","https://requester.mturk.com/workers/A2XE9KAUCOBUFF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
